BioSample	BioSampleModel	Experiment	Library_Name	MBases	MBytes	Microbiota	Run	SRA_Sample	Sample_Name	Treatment	collection_date	host_genotype	replicate	Assay_Type	AvgSpotLen	BioProject	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
SAMN07731804	MIMS.me	SRX3239935	311L08	26	19	SPF-1	SRR6127362	SRS2563206	Mouse gut 16S rRNA_V4 311L08	none	21-Apr-2014	C57BL/6N	biological replicate 234	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731700	MIGS/MIMS/MIMARKS.host-associated	SRX3239937	179L19	15	11	SPF-6	SRR6127360	SRS2563208	Mouse gut 16S rRNA_V4 179L19	none	08-Feb-2016	C57BL/6N	biological replicate 130	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731691	MIMS.me	SRX3239940	175L19	12	9	SPF-2	SRR6127357	SRS2563211	Mouse gut 16S rRNA_V4 175L19	none	08-Feb-2016	C57BL/6N	biological replicate 121	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731694	MIGS/MIMS/MIMARKS.host-associated	SRX3239941	176L19	12	9	SPF-2	SRR6127356	SRS2563212	Mouse gut 16S rRNA_V4 176L19	none	08-Feb-2016	C57BL/6N	biological replicate 124	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731693	MIGS/MIMS/MIMARKS.host-associated	SRX3239942	176L04	17	13	SPF-1	SRR6127355	SRS2563213	Mouse gut 16S rRNA_V4 176L04	none	06-Apr-2014	C57BL/6N	biological replicate 123	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731696	MIMS.me	SRX3239943	177L04	19	14	SPF-1	SRR6127354	SRS2563214	Mouse gut 16S rRNA_V4 177L04	none	06-Apr-2014	C57BL/6N	biological replicate 126	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731698	MIGS/MIMS/MIMARKS.host-associated	SRX3239945	178L19	12	9	SPF-6	SRR6127352	SRS2563216	Mouse gut 16S rRNA_V4 178L19	none	08-Feb-2016	C57BL/6N	biological replicate 128	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731697	MIGS/MIMS/MIMARKS.host-associated	SRX3239946	177L19	16	12	SPF-2	SRR6127351	SRS2563217	Mouse gut 16S rRNA_V4 177L19	none	08-Feb-2016	C57BL/6N	biological replicate 127	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731600	MIMS.me	SRX3239947	123L26	10	6	cSPF-2	SRR6127350	SRS2563218	Mouse gut 16S rRNA_V4 123L26	none	24-Oct-2016	C57BL/6N	biological replicate 30	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731598	MIMS.me	SRX3239949	121L26	7	4	cSPF-2	SRR6127348	SRS2563219	Mouse gut 16S rRNA_V4 121L26	none	24-Oct-2016	CD4	biological replicate 28	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731599	MIGS/MIMS/MIMARKS.host-associated	SRX3239948	122L26	8	5	cSPF-2	SRR6127349	SRS2563220	Mouse gut 16S rRNA_V4 122L26	none	24-Oct-2016	CD4	biological replicate 29	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731596	MIGS/MIMS/MIMARKS.host-associated	SRX3239951	11L26	7	5	SPF-1	SRR6127346	SRS2563221	Mouse gut 16S rRNA_V4 11L26	none	24-Oct-2016	Rag2	biological replicate 26	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731597	MIMS.me	SRX3239950	120L26	5	3	cSPF-2	SRR6127347	SRS2563222	Mouse gut 16S rRNA_V4 120L26	none	24-Oct-2016	CD4	biological replicate 27	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731595	MIMS.me	SRX3239952	11L15	14	10	SPF-1	SRR6127345	SRS2563223	Mouse gut 16S rRNA_V4 11L15	none	05-Jun-2016	CD8	biological replicate 25	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731594	MIGS/MIMS/MIMARKS.host-associated	SRX3239953	119L26	9	6	cSPF-2	SRR6127344	SRS2563224	Mouse gut 16S rRNA_V4 119L26	none	24-Oct-2016	CD4	biological replicate 24	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731593	MIGS/MIMS/MIMARKS.host-associated	SRX3239954	117L19	14	11	SPF-5	SRR6127343	SRS2563225	Mouse gut 16S rRNA_V4 117L19	none	08-Feb-2016	C57BL/6N	biological replicate 23	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731592	MIMS.me	SRX3239955	116L19	11	8	SPF-5	SRR6127342	SRS2563226	Mouse gut 16S rRNA_V4 116L19	none	08-Feb-2016	C57BL/6N	biological replicate 22	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731591	MIGS/MIMS/MIMARKS.host-associated	SRX3239956	115L26	5	3	cSPF-2	SRR6127341	SRS2563227	Mouse gut 16S rRNA_V4 115L26	none	24-Oct-2016	C57BL/6N	biological replicate 21	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731669	MIGS/MIMS/MIMARKS.host-associated	SRX3239957	160L04	39	29	SPF-3	SRR6127340	SRS2563228	Mouse gut 16S rRNA_V4 160L04	none	06-Apr-2014	C57BL/6N	biological replicate 99	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731670	MIGS/MIMS/MIMARKS.host-associated	SRX3239958	161L04	22	16	SPF-4	SRR6127339	SRS2563229	Mouse gut 16S rRNA_V4 161L04	none	06-Apr-2014	C57BL/6N	biological replicate 100	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731765	MIGS/MIMS/MIMARKS.host-associated	SRX3239961	275L11	27	19	SPF-1	SRR6127336	SRS2563232	Mouse gut 16S rRNA_V4 275L11	none	30-Jan-2015	C57BL/6N	biological replicate 195	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731767	MIGS/MIMS/MIMARKS.host-associated	SRX3239963	276L11	8	5	SPF-1	SRR6127334	SRS2563234	Mouse gut 16S rRNA_V4 276L11	none	30-Jan-2015	C57BL/6N	biological replicate 197	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731763	MIGS/MIMS/MIMARKS.host-associated	SRX3239967	274L11	24	16	SPF-1	SRR6127330	SRS2563238	Mouse gut 16S rRNA_V4 274L11	none	30-Jan-2015	C57BL/6N	biological replicate 193	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731930	MIGS/MIMS/MIMARKS.host-associated	SRX3239970	37L15	27	19	SPF-1	SRR6127327	SRS2563241	Mouse gut 16S rRNA_V4 37L15	none	05-Jun-2016	CD8	biological replicate 360	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731844	MIGS/MIMS/MIMARKS.host-associated	SRX3239973	338L06	24	18	SPF-1	SRR6127324	SRS2563244	Mouse gut 16S rRNA_V4 338L06	none	03-Jul-2014	C57BL/6N	biological replicate 274	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731846	MIGS/MIMS/MIMARKS.host-associated	SRX3239975	339L06	22	16	SPF-1	SRR6127322	SRS2563246	Mouse gut 16S rRNA_V4 339L06	none	03-Jul-2014	C57BL/6N	biological replicate 276	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731848	MIGS/MIMS/MIMARKS.host-associated	SRX3239977	33L15	13	9	SPF-1	SRR6127320	SRS2563248	Mouse gut 16S rRNA_V4 33L15	none	05-Jun-2016	C57BL/6N	biological replicate 278	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731850	MIGS/MIMS/MIMARKS.host-associated	SRX3239979	340L06	20	15	SPF-1	SRR6127318	SRS2563249	Mouse gut 16S rRNA_V4 340L06	none	03-Jul-2014	C57BL/6N	biological replicate 280	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731943	MIMS.me	SRX3239981	40L26	8	5	cSPF-2	SRR6127316	SRS2563251	Mouse gut 16S rRNA_V4 40L26	none	24-Oct-2016	muMT	biological replicate 373	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731922	MIGS/MIMS/MIMARKS.host-associated	SRX3239982	376L06	15	11	SPF-1	SRR6127315	SRS2563252	Mouse gut 16S rRNA_V4 376L06	none	03-Jul-2014	C57BL/6N	biological replicate 352	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731945	MIGS/MIMS/MIMARKS.host-associated	SRX3239983	41L26	6	4	cSPF-2	SRR6127314	SRS2563253	Mouse gut 16S rRNA_V4 41L26	none	24-Oct-2016	muMT	biological replicate 375	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731979	MIGS/MIMS/MIMARKS.host-associated	SRX3239987	549L26	4	3	cSPF-2	SRR6127310	SRS2563257	Mouse gut 16S rRNA_V4 549L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 409	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731980	MIGS/MIMS/MIMARKS.host-associated	SRX3239988	551L26	3	2	cSPF-2	SRR6127309	SRS2563258	Mouse gut 16S rRNA_V4 551L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 410	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731977	MIGS/MIMS/MIMARKS.host-associated	SRX3239989	547L26	3	2	cSPF-2	SRR6127308	SRS2563259	Mouse gut 16S rRNA_V4 547L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 407	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731978	MIMS.me	SRX3239990	548L26	4	3	cSPF-2	SRR6127307	SRS2563260	Mouse gut 16S rRNA_V4 548L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 408	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731976	MIGS/MIMS/MIMARKS.host-associated	SRX3239992	52L26	7	4	SPF-1	SRR6127305	SRS2563262	Mouse gut 16S rRNA_V4 52L26	none	24-Oct-2016	C57BL/6N	biological replicate 406	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731973	MIMS.me	SRX3239993	520L26	4	2	cSPF-2	SRR6127304	SRS2563263	Mouse gut 16S rRNA_V4 520L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 403	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731974	MIGS/MIMS/MIMARKS.host-associated	SRX3239994	521L26	4	2	cSPF-2	SRR6127303	SRS2563264	Mouse gut 16S rRNA_V4 521L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 404	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731972	MIGS/MIMS/MIMARKS.host-associated	SRX3239996	51L26	7	4	SPF-1	SRR6127301	SRS2563266	Mouse gut 16S rRNA_V4 51L26	none	24-Oct-2016	C57BL/6N	biological replicate 402	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731959	MIGS/MIMS/MIMARKS.host-associated	SRX3239999	48L26	30	19	SPF-1	SRR6127298	SRS2563269	Mouse gut 16S rRNA_V4 48L26	none	24-Oct-2016	C57BL/6N	biological replicate 389	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731952	MIGS/MIMS/MIMARKS.host-associated	SRX3240000	47L15	13	10	cDysN6	SRR6127297	SRS2563270	Mouse gut 16S rRNA_V4 47L15	none	05-Jun-2016	CD8	biological replicate 382	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731953	MIGS/MIMS/MIMARKS.host-associated	SRX3240003	47L26	6	4	SPF-1	SRR6127294	SRS2563273	Mouse gut 16S rRNA_V4 47L26	none	24-Oct-2016	C57BL/6N	biological replicate 383	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731956	MIGS/MIMS/MIMARKS.host-associated	SRX3240004	485L26	2	1	SPF-1	SRR6127293	SRS2563274	Mouse gut 16S rRNA_V4 485L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 386	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731955	MIMS.me	SRX3240005	482L26	1	1	SPF-1	SRR6127292	SRS2563275	Mouse gut 16S rRNA_V4 482L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 385	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731957	MIGS/MIMS/MIMARKS.host-associated	SRX3240007	487L26	3	2	SPF-1	SRR6127290	SRS2563277	Mouse gut 16S rRNA_V4 487L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 387	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731891	MIGS/MIMS/MIMARKS.host-associated	SRX3239711	35L26	8	5	cSPF-2	SRR6127123	SRS2562982	Mouse gut 16S rRNA_V4 35L26	none	24-Oct-2016	Rag2	biological replicate 321	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731917	MIMS.me	SRX3239865	371L07	0	0	SPF-1	SRR6126969	SRS2563136	Mouse gut 16S rRNA_V4 371L07	none	06-Aug-2014	Tcrbd	biological replicate 347	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731954	MIGS/MIMS/MIMARKS.host-associated	SRX3240002	481L26	0	0	SPF-1	SRR6127295	SRS2563272	Mouse gut 16S rRNA_V4 481L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 384	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731722	MIMS.me	SRX3240009	19L26	8	5	cSPF-2	SRR6127288	SRS2563279	Mouse gut 16S rRNA_V4 19L26	none	24-Oct-2016	C57BL/6N	biological replicate 152	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731724	MIGS/MIMS/MIMARKS.host-associated	SRX3240011	20L26	8	5	cSPF-2	SRR6127286	SRS2563281	Mouse gut 16S rRNA_V4 20L26	none	24-Oct-2016	C57BL/6N	biological replicate 154	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731725	MIGS/MIMS/MIMARKS.host-associated	SRX3240012	211L11	10	7	SPF-5	SRR6127285	SRS2563282	Mouse gut 16S rRNA_V4 211L11	none	30-Jan-2015	C57BL/6N	biological replicate 155	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731726	MIMS.me	SRX3240013	212L11	10	6	SPF-5	SRR6127284	SRS2563283	Mouse gut 16S rRNA_V4 212L11	none	30-Jan-2015	C57BL/6N	biological replicate 156	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731728	MIGS/MIMS/MIMARKS.host-associated	SRX3240015	214L11	11	8	SPF-5	SRR6127282	SRS2563284	Mouse gut 16S rRNA_V4 214L11	none	30-Jan-2015	C57BL/6N	biological replicate 158	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731729	MIGS/MIMS/MIMARKS.host-associated	SRX3240016	215L11	24	16	SPF-5	SRR6127281	SRS2563285	Mouse gut 16S rRNA_V4 215L11	none	30-Jan-2015	C57BL/6N	biological replicate 159	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731730	MIGS/MIMS/MIMARKS.host-associated	SRX3240017	216L08	50	37	SPF-4	SRR6127280	SRS2563286	Mouse gut 16S rRNA_V4 216L08	none	21-Apr-2014	C57BL/6N	biological replicate 160	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731645	MIMS.me	SRX3240018	150L19	16	12	SPF-6	SRR6127279	SRS2563287	Mouse gut 16S rRNA_V4 150L19	none	08-Feb-2016	C57BL/6N	biological replicate 75	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731646	MIGS/MIMS/MIMARKS.host-associated	SRX3240019	151L04	8	6	SPF-3	SRR6127278	SRS2563288	Mouse gut 16S rRNA_V4 151L04	none	06-Apr-2014	C57BL/6N	biological replicate 76	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731647	MIGS/MIMS/MIMARKS.host-associated	SRX3240020	151L19	10	7	SPF-6	SRR6127277	SRS2563289	Mouse gut 16S rRNA_V4 151L19	none	08-Feb-2016	C57BL/6N	biological replicate 77	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731641	MIGS/MIMS/MIMARKS.host-associated	SRX3240022	149L19	11	8	SPF-1	SRR6127275	SRS2563292	Mouse gut 16S rRNA_V4 149L19	none	08-Feb-2016	C57BL/6N	biological replicate 71	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731643	MIMS.me	SRX3240024	14L26	7	5	SPF-1	SRR6127273	SRS2563294	Mouse gut 16S rRNA_V4 14L26	none	24-Oct-2016	muMT	biological replicate 73	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
